field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking,field_annotation
prep_sf_reason,prepit_2,,checkbox,"Why was patient screen failed?","1, Wrong prep used | 2, Admitted >2 days post injury | 3, No Surgery Planned | 4, Current Infection | 5, Discharged before contact | 6, In another randomized study (Ortho) | 7, In another randomized study (NON-Ortho) | 8, Psych | 9, Unresponsive | 10, Denied Consent | 11, Old Injury | 12, Language (Non-English / Spanish) | 13, Unable to follow up (Indigent) | 14, Holiday or Natural Disaster | 15, Neurological Injury | 16, Allergic to specific surgical prep | 100, Other","(Check all that apply)",,,,,,,,,,,
prep_fu_date,prepit_2,,text,"PREP-IT Follow Up Date <font color=#D2691E>(Ortho)</font>

Expected to follow up with:
       [consultation_arm_1][surgeons]",,,date_ymd,,,,"[prep_arm] <> """"",,RH,,,,
prep_fu_complete,prepit_2,,yesno,"Follow Up Completed?",,,,,,,"[prep_fu_date] <> """"",,RH,,,,
demographics_billing,billing,,descriptive,"<span style=color:#000FDA>Name</span>: . . . . . . . . . [consultation_arm_1][patient_last], [consultation_arm_1][patient_first]
<span style=color:#000FDA>MRN</span>: . . . . . . . . . . [consultation_arm_1][registry_id]
<span style=color:#000FDA>Gender</span>: . . . . . . . . [consultation_arm_1][gender]
<span style=color:#000FDA>Date of Birth</span>: . . . [consultation_arm_1][dob]
<span style=color:#000FDA>Age</span>: . . . . . . . . . . . [consultation_arm_1][age]
<span style=color:#000FDA>Room #</span>: . . . . . . . . [consultation_arm_1][room]",,,,,,,,,,,,,
billing_date,billing,,text,"Date of Service
<span style=color:#0FDA00>(BILL #1)",,,date_ymd,,,,,y,,,,,
billing_fin,billing,,text,"Hermann FIN ([record_id]-XXXX)",,"Last 4 numbers of the 12 digit MRN",number,,,,,y,,,,,
billing_admit,billing,,text,"Admission Date",,,date_ymd,,,,,,,,,,
billing_consult,billing,,radio,Consult,"1, ER | 2, Inpatient Consult | 3, Outpatient Consult | 4, Surgery",,,,,,,y,,,,,
eandm1,billing,,yesno,"Was this encounter an <span style=color:#FF0000>E&M</span>?",,,,,,,"[billing_consult] <> '4'",,RH,,,,
billing_refer,billing,,text,"Referring Physician",,,,,,,"[billing_consult] = '3' or [billing_consult] = '2' or [billing_consult] = '1'",,,,,,
billing_surgeon,billing,,dropdown,Surgeon,"1, Achor, Tim (MD) (8060 - Z99125) | 41, Amor, Courtney (MD) | 50, Borden, Tim (MD) | 2, Brinker, Mark (MD) | 3, Burgess, Andrew (MD) (8072 - Z99300) | 47, Camarillo, Randal (MD) | 4, Choo, Andrew (MD) (8069 - Z99874) | 5, Clyburn, Terry (MD) (8003 - B21909) | 45, Conrad, Ernest (MD) | 6, Crawford, Lindsay (MD) (8139 - Z99925) | 31, Dodwad, Shah (MD) | 62, Eastman, Jon (MD) | 58, English, D. Ian (MD) | 7, Fullick, Robert (MD) (8084 - Z99477) | 8, Gary, Josh (MD) (8079 - Z99385) | 49, Greaser, Michael (MD) | 53, Gregory, Bonnie (MD) | 9, Harvin, William (MD) (8129 - Z99842) | 32, Kellam, James (MD) | 10, Koepplinger, Matthew (MD) (8088 - I32133) | 54, Lador, Ran (MD) | 11, Levaro, Fernando (MD) | 12, Lowe, Walter (MD) (8061 - C18565) | 13, Mansour, Alfred (MD) | 39, Mansour, Ashton (MD) | 14, Marco, Rex (MD) (8032 - H23434) | 15, Martin, Stacey (MD) (8104 - Z99619) | 16, McGarvey, William (MD) (8007 - F92335) | 38, Meeks, Evan (MD) | 51, Mundluru, Surya (MD) | 17, Munz, John (MD) (8080 - Z99394) | 18, Prasarn, Mark (MD) (8081 - Z99428) | 19, Routt, Chip (MD) (8122 - A06385) | 40, Schroder, Steven (MD) | 48, Shaw, James (MD) | 33, Taylor, Ryan (MD) | 37, Tinubu, Jide (MD) | 36, Tissue, Camden (MD) | 60, Torres-Barre, Laura (MD) | 52, Traver, Jessica (MD) | 35, Warner, Stephen (MD) | 30, Woerner, Kyle (MD) | 46, Worsham, Jacob (MD) | 20, Younas, Shiraz (MD) (32673 - Z99120) | 57, Aldridge, Alexandra (PA) | 29, Bonner, Lee (PA) | 25, Brown, Tami (PA) (Choo/Harvin) | 21, Cockerham, Amy (PA) (Routt/Burgess) | 26, Ewton, Tiffany (PA) | 44, Gonzales, Joannah (PA) | 23, Hansen, Denise (Achor) (PA) | 24, Kelly, Jeana (PA) (Munz) | 22, Lively, Audrey (PA) (Gary) | 42, Lukose, Reeju (PA) | 56, Ruygrok, Bryan (PA) | 43, Pinkley, Allison (PA) | 61, Sabbara, Robert (NP) | 55, Sandifer, Heather (PA) | 28, Sirman, Kimberley (PA) | 59, Weir, Caroline (PA) | 27, Wong, See-Long (PA) | 34, Yazdani, Christina (PA)",,,,,,,y,,,,,
assistant,billing,,dropdown,Assistant:,"8, Resident (MD) | 9, Fellow (MD) | 55, Borden, Tim (MD) | 43, Camarillo, Randall (MD) | 46, Conrad, Ernest (MD) | 57, Crawford, Lindsay (MD) | 72, Eastman, Jon (MD) | 68, English, D. Ian (MD) | 51, Greaser, Michael (MD) | 44, Harvin, William (MD) | 65, Lador, Ran (MD) | 53, Mansour, Alfred (MD) | 54, Mansour, Ashton (MD) | 52, McGarvey, William (MD) | 16, Meeks, Evan (MD) | 56, Mundluru, Surya (MD) | 50, Shaw, James (MD) | 10, Taylor, Ryan (MD) | 70, Torres-Barre, Laura (MD) | 58, Traver, Jessica (MD) | 47, Worsham, Jacob (MD) | 67, Aldridge, Alexandra (PA) | 60, Alexander, Marlon (PA) | 1, Amy (Routt/Burgess) | 7, Bonner, Lee (PA) | 49, Brady, Caitlin (PA) | 3, Denise (Achor) | 6, Ewton, Tiffany (PA) | 45, Gonzales, Joannah (PA) | 4, Jeana (Munz) | 5, Leonard, Tami (PA) | 2, Lively, Audrey (PA) | 12, Lukose, Reeju (PA) | 14, Lukose, Reeju (PA) | 63, Park, Briana (PA) | 62, Patrick, Kristina (NP) | 42, Pinkley, Allison (PA) | 59, Rodrigues, Lauren (PA) | 66, Ruygrok, Bryan (PA) | 71, Sabbara, Robert (NP) | 48, Salinas, Rure (PA) | 64, Sandifer, Heather (PA) | 11, Sirman, Kimberley (PA) | 61, Stekier, Stephanie (PA) | 69, Weir, Caroline (PA) | 13, Wong, See-Long (NP) | 34, Yazdani, Christina (PA) | 15, Young, Jeff (PA)",,,,,,,,,,,,
site,billing,,radio,Site:,"1, Southwest | 2, Northwest | 3, MHH-Texas Medical Center | 4, Memorial City | 5, MHOSH | 6, TMC Surgery Center | 7, LBJ | 8, TIRR | 9, MHH-Sugarland | 10, Texas Children's | 11, MHH Children's | 12, MHH Katy | 13, MHH Southeast | 14, MHH Pearland | 15, MHH The Woodlands","Where did service(s) take place?",,,,,,,LH,,,,
billingmatrix,billing,,text,"<table class='inputmatrix' style='width:100%;'>
<tr>
<th></th>
<th>ICD-9 [billing_date] -- #1</th>
<th>CPT</th>
<th>Surgeon Modifier</th>
<th>Assistant Modifier</th>
</tr>
<tr>
<th>1) </th>
<td>billing_diagnosis</td>
<td>billing_procedure</td>
<td>billing_modifier</td>
<td>billing_modifier1a</td>
</tr>
<tr>
<th>2) </th>
<td>billing_diagnosis1_2</td>
<td>billing_procedure1_2</td>
<td>billing_modifier1_2</td>
<td>billing_modifier1_2a</td>
</tr>
<tr>
<th>3) </th>
<td>billing_diagnosis1_3</td>
<td>billing_procedure1_3</td>
<td>billing_modifier1_3</td>
<td>billing_modifier1_3a</td>
</tr>
<tr>
<th>4) </th>
<td>billing_diagnosis1_4</td>
<td>billing_procedure1_4</td>
<td>billing_modifier1_4</td>
<td>billing_modifier1_4a</td>
</tr>
<tr>
<th>5) </th>
<td>billing_diagnosis1_5</td>
<td>billing_procedure1_5</td>
<td>billing_modifier1_5</td>
<td>billing_modifier1_5a</td>
</tr>
<tr>
<th>6) </th>
<td>billing_diagnosis1_6</td>
<td>billing_procedure1_6</td>
<td>billing_modifier1_6</td>
<td>billing_modifier1_6a</td>
</tr>
<tr>
<th>7) </th>
<td>billing_diagnosis1_7</td>
<td>billing_procedure1_7</td>
<td>billing_modifier1_7</td>
<td>billing_modifier1_7a</td>
</tr>
<tr>
<th>8) </th>
<td>billing_diagnosis1_8</td>
<td>billing_procedure1_8</td>
<td>billing_modifier1_8</td>
<td>billing_modifier1_8a</td>
</tr>
<tr>
<th>9) </th>
<td>billing_diagnosis1_9</td>
<td>billing_procedure1_9</td>
<td>billing_modifier1_9</td>
<td>billing_modifier1_9a</td>
</tr>
<tr>
<th>10) </th>
<td>billing_diagnosis1_10</td>
<td>billing_procedure1_10</td>
<td>billing_modifier1_10</td>
<td>billing_modifier1_10a</td>
</tr>
<tr>
<th>11) </th>
<td>billing_diagnosis1_11</td>
<td>billing_procedure1_11</td>
<td>billing_modifier1_11</td>
<td>billing_modifier1_11a</td>
</tr>
<tr>
<th>12) </th>
<td>billing_diagnosis1_12</td>
<td>billing_procedure1_12</td>
<td>billing_modifier1_12</td>
<td>billing_modifier1_12a</td>
</tr>
<tr>
<th>13) </th>
<td>billing_diagnosis1_13</td>
<td>billing_procedure1_13</td>
<td>billing_modifier1_13</td>
<td>billing_modifier1_13a</td>
</tr>
<tr>
<th>14) </th>
<td>billing_diagnosis1_14</td>
<td>billing_procedure1_14</td>
<td>billing_modifier1_14</td>
<td>billing_modifier1_14a</td>
</tr>
<tr>
<th>15) </th>
<td>billing_diagnosis1_15</td>
<td>billing_procedure1_15</td>
<td>billing_modifier1_15</td>
<td>billing_modifier1_15a</td>
</tr>
</table>",,@INPUTMATRIX,,,,,,,,,,,
billing_diagnosis,billing,,text,"Diagnosis (ICD-9)",,,,,,,,,,,,,
billing_diagnosis1_2,billing,,text,"Diagnosis (ICD-9)",,,,,,,,,,,,,
billing_diagnosis1_3,billing,,text,"Diagnosis (ICD-9)",,,,,,,,,,,,,
billing_diagnosis1_4,billing,,text,"Diagnosis (ICD-9)
",,,,,,,,,,,,,
billing_diagnosis1_5,billing,,text,"Diagnosis (ICD-9)",,,,,,,,,,,,,
billing_diagnosis1_6,billing,,text,"Diagnosis (ICD-9)",,,,,,,,,,,,,
billing_diagnosis1_7,billing,,text,"Diagnosis (ICD-9)",,,,,,,,,,,,,
billing_diagnosis1_8,billing,,text,"Diagnosis (ICD-9)",,,,,,,,,,,,,
billing_diagnosis1_9,billing,,text,"Diagnosis (ICD9)",,,,,,,,,,,,,
billing_diagnosis1_10,billing,,text,"Diagnosis (ICD9)",,,,,,,,,,,,,
billing_diagnosis1_11,billing,,text,"Diagnosis (ICD9)",,,,,,,,,,,,,
billing_diagnosis1_12,billing,,text,"Diagnosis (ICD9)",,,,,,,,,,,,,
billing_diagnosis1_13,billing,,text,"Diagnosis (ICD9)",,,,,,,,,,,,,
billing_diagnosis1_14,billing,,text,"Diagnosis (ICD9)",,,,,,,,,,,,,
billing_diagnosis1_15,billing,,text,"Diagnosis (ICD9)",,,,,,,,,,,,,
billing_procedure,billing,,text,"<span style=color:#000FDA>[billing_date] (1) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier,billing,,text,"Modifier(s) to [billing_procedure]",,,,,,,,,,,,,
billing_modifier1a,billing,,text,"Modifier(s) to [billing_procedure]",,,,,,,,,,,,,
billing_procedure1_2,billing,,text,"<span style=color:#000FDA>[billing_date] (2) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier1_2,billing,,text,"Modifier(s) to [billing_procedure1_2]",,,,,,,,,,,,,
billing_modifier1_2a,billing,,text,"Modifier(s) to [billing_procedure]",,,,,,,,,,,,,
billing_procedure1_3,billing,,text,"<span style=color:#000FDA>[billing_date] (3) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier1_3,billing,,text,"Modifier(s) to [billing_procedure1_3]",,,,,,,,,,,,,
billing_modifier1_3a,billing,,text,"Modifier(s) to [billing_procedure1_3]",,,,,,,,,,,,,
billing_procedure1_4,billing,,text,"<span style=color:#000FDA>[billing_date] (4) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier1_4,billing,,text,"Modifier(s) to [billing_procedure1_4]",,,,,,,,,,,,,
billing_modifier1_4a,billing,,text,"Modifier(s) to [billing_procedure1_4]",,,,,,,,,,,,,
billing_procedure1_5,billing,,text,"<span style=color:#000FDA>[billing_date] (5) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier1_5,billing,,text,"Modifier(s) to [billing_procedure1_5]",,,,,,,,,,,,,
billing_modifier1_5a,billing,,text,"Modifier(s) to [billing_procedure1_5]",,,,,,,,,,,,,
billing_procedure1_6,billing,,text,"<span style=color:#000FDA>[billing_date] (6) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier1_6,billing,,text,"Modifier(s) to [billing_procedure1_6]",,,,,,,,,,,,,
billing_modifier1_6a,billing,,text,"Modifier(s) to [billing_procedure1_6]",,,,,,,,,,,,,
billing_procedure1_7,billing,,text,"<span style=color:#000FDA>[billing_date] (7) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier1_7,billing,,text,"Modifier(s) to [billing_procedure1_7]",,,,,,,,,,,,,
billing_modifier1_7a,billing,,text,"Modifier(s) to [billing_procedure1_7]",,,,,,,,,,,,,
billing_procedure1_8,billing,,text,"<span style=color:#000FDA>[billing_date] (8) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier1_8,billing,,text,"Modifier(s) to [billing_procedure1_8]",,,,,,,,,,,,,
billing_modifier1_8a,billing,,text,"Modifier(s) to [billing_procedure1_8]",,,,,,,,,,,,,
billing_procedure1_9,billing,,text,"<span style=color:#000FDA>[billing_date] (9) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier1_9,billing,,text,"Modifier(s) to [billing_procedure1_9]",,,,,,,,,,,,,
billing_modifier1_9a,billing,,text,"Modifier(s) to [billing_procedure1_9]",,,,,,,,,,,,,
billing_procedure1_10,billing,,text,"<span style=color:#000FDA>[billing_date] (10) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier1_10,billing,,text,"Modifier(s) to [billing_procedure1_10]",,,,,,,,,,,,,
billing_modifier1_10a,billing,,text,"Modifier(s) to [billing_procedure1_10]",,,,,,,,,,,,,
billing_procedure1_11,billing,,text,"<span style=color:#000FDA>[billing_date] (11) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier1_11,billing,,text,"Modifier(s) to [billing_procedure1_11]",,,,,,,,,,,,,
billing_modifier1_11a,billing,,text,"Modifier(s) to [billing_procedure1_11]",,,,,,,,,,,,,
billing_procedure1_12,billing,,text,"<span style=color:#000FDA>[billing_date] (12) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier1_12,billing,,text,"Modifier(s) to [billing_procedure1_12]",,,,,,,,,,,,,
billing_modifier1_12a,billing,,text,"Modifier(s) to [billing_procedure1_12]",,,,,,,,,,,,,
billing_procedure1_13,billing,,text,"<span style=color:#000FDA>[billing_date] (13) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier1_13,billing,,text,"Modifier(s) to [billing_procedure1_13]",,,,,,,,,,,,,
billing_modifier1_13a,billing,,text,"Modifier(s) to [billing_procedure1_13]",,,,,,,,,,,,,
billing_procedure1_14,billing,,text,"<span style=color:#000FDA>[billing_date] (14) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier1_14,billing,,text,"Modifier(s) to [billing_procedure1_14]",,,,,,,,,,,,,
billing_modifier1_14a,billing,,text,"Modifier(s) to [billing_procedure1_14]",,,,,,,,,,,,,
billing_procedure1_15,billing,,text,"<span style=color:#000FDA>[billing_date] (15) - Procedure (CPT)",,,,,,,,,,,,,
billing_modifier1_15,billing,,text,"Modifier(s) to [billing_procedure1_15]",,,,,,,,,,,,,
billing_modifier1_15a,billing,,text,"Modifier(s) to [billing_procedure1_15]",,,,,,,,,,,,,
billing_id_quant,billing,,text,"How many times should <span style=color:#FDAA00>11046</span> be charged for [billing_date]?",,,number,,,,"[billing_procedure] = '11046' or [billing_procedure1_2] = '11046' or  [billing_procedure1_3] = '11046' or [billing_procedure1_4] = '11046' or [billing_procedure1_5] = '11046' or [billing_procedure1_6] = '11046' or [billing_procedure1_7] = '11046' or [billing_procedure1_8] = '11046' or [billing_procedure1_9] = '11046' or [billing_procedure1_10] = '11046' or [billing_procedure1_11] = '11046' or [billing_procedure1_12] = '11046' or [billing_procedure1_13] = '11046' or [billing_procedure1_14] = '11046' or [billing_procedure1_15] = '11046'",,,,,,
billing_id_quant1_2,billing,,text,"How many times should <span style=color:#FDAA00>11047</span> be charged for [billing_date]?",,,number,,,,"[billing_procedure] = '11047' or [billing_procedure1_2] = '11047' or  [billing_procedure1_3] = '11047' or [billing_procedure1_4] = '11047' or [billing_procedure1_5] = '11047' or [billing_procedure1_6] = '11047' or [billing_procedure1_7] = '11047' or [billing_procedure1_8] = '11047' or [billing_procedure1_9] = '11047' or [billing_procedure1_10] = '11047' or [billing_procedure1_11] = '11047' or [billing_procedure1_12] = '11047' or [billing_procedure1_13] = '11047' or [billing_procedure1_14] = '11047' or [billing_procedure1_15] = '11047'",,,,,,
billing_id_quant1_3,billing,,text,"How many times should <span style=color:#FDAA00>11045</span> be charged for [billing_date]?",,,number,,,,"[billing_procedure] = '11045' or [billing_procedure1_2] = '11045' or  [billing_procedure1_3] = '11045' or [billing_procedure1_4] = '11045' or [billing_procedure1_5] = '11045' or [billing_procedure1_6] = '11045' or [billing_procedure1_7] = '11045' or [billing_procedure1_8] = '11045' or [billing_procedure1_9] = '11045' or [billing_procedure1_10] = '11045' or [billing_procedure1_11] = '11045' or [billing_procedure1_12] = '11045' or [billing_procedure1_13] = '11045' or [billing_procedure1_14] = '11045' or [billing_procedure1_15] = '11045'",,,,,,
billing_dn,billing,,text,"Dictation Number",,,number,,,,,,,,,,
billing_notes,billing,,notes,"Additional Notes",,,,,,,,,,,,,
billing_date_rec,billing,,text,"<span style=color:#088A08>Date Received by Billing",,,date_ymd,,,,,,,,,,
billing_date_cod,billing,,text,"<span style=color:#CC33FF>Date Completed by CODING</span>",,,date_ymd,,,,,,,,,,
billing_date_end,billing,,text,"<span style=color:#DF013A>Date Finished by Billing",,,date_ymd,,,,,,,,,,
break1,billing,,descriptive,"<span style=color:#DF013A> ======================================================================================== </span>",,,,,,,"[billing_date] <> """"",,,,,,
billing_date2,billing,,text,"Date of Service
<span style=color:#0FDA00>(BILL #2)",,,date_ymd,,,,,,,,,,
billing_fin2,billing,,text,"Hermann FIN ([record_id]-XXXX)",,"Last 4 numbers of the 12 digit MRN",number,,,,"[billing_date2] <> """"",,,,,,
billing_admit2,billing,,text,"Admission Date",,,date_ymd,,,,"[billing_date2] <> """"",,,,,,
billing_consult2,billing,,radio,Consult,"1, ER | 2, Inpatient Consult | 3, Outpatient Consult | 4, Surgery",,,,,,"[billing_date2] <> """"",y,,,,,
eandm2,billing,,yesno,"Was this encounter an <span style=color:#FF0000>E&M</span>?",,,,,,,"[billing_date2] <> """" and [billing_consult2] <> '4'",,RH,,,,
billing_refer2,billing,,text,"Referring Physician",,,,,,,"[billing_consult2] = '3' or [billing_consult2] = '2' or [billing_consult2] = '1'",,,,,,
billing_surgeon2,billing,,dropdown,Surgeon,"1, Achor, Tim (MD) (8060 - Z99125) | 41, Amor, Courtney (MD) | 50, Borden, Tim (MD) | 2, Brinker, Mark (MD) | 3, Burgess, Andrew (MD) (8072 - Z99300) | 47, Camarillo, Randal (MD) | 4, Choo, Andrew (MD) (8069 - Z99874) | 5, Clyburn, Terry (MD) (8003 - B21909) | 45, Conrad, Ernest (MD) | 6, Crawford, Lindsay (MD) (8139 - Z99925) | 31, Dodwad, Shah (MD) | 62, Eastman, Jon (MD) | 58, English, D. Ian (MD) | 7, Fullick, Robert (MD) (8084 - Z99477) | 8, Gary, Josh (MD) (8079 - Z99385) | 49, Greaser, Michael (MD) | 53, Gregory, Bonnie (MD) | 9, Harvin, William (MD) (8129 - Z99842) | 32, Kellam, James (MD) | 10, Koepplinger, Matthew (MD) (8088 - I32133) | 54, Lador, Ran (MD) | 11, Levaro, Fernando (MD) | 12, Lowe, Walter (MD) (8061 - C18565) | 13, Mansour, Alfred (MD) | 39, Mansour, Ashton (MD) | 14, Marco, Rex (MD) (8032 - H23434) | 15, Martin, Stacey (MD) (8104 - Z99619) | 16, McGarvey, William (MD) (8007 - F92335) | 38, Meeks, Evan (MD) | 51, Mundluru, Surya (MD) | 17, Munz, John (MD) (8080 - Z99394) | 18, Prasarn, Mark (MD) (8081 - Z99428) | 19, Routt, Chip (MD) (8122 - A06385) | 40, Schroder, Steven (MD) | 48, Shaw, James (MD) | 33, Taylor, Ryan (MD) | 37, Tinubu, Jide (MD) | 36, Tissue, Camden (MD) | 60, Torres-Barre, Laura (MD) | 52, Traver, Jessica (MD) | 35, Warner, Stephen (MD) | 30, Woerner, Kyle (MD) | 46, Worsham, Jacob (MD) | 20, Younas, Shiraz (MD) (32673 - Z99120) | 57, Aldridge, Alexandra (PA) | 29, Bonner, Lee (PA) | 25, Brown, Tami (PA) (Choo/Harvin) | 21, Cockerham, Amy (PA) (Routt/Burgess) | 26, Ewton, Tiffany (PA) | 44, Gonzales, Joannah (PA) | 23, Hansen, Denise (Achor) (PA) | 24, Kelly, Jeana (PA) (Munz) | 22, Lively, Audrey (PA) (Gary) | 42, Lukose, Reeju (PA) | 56, Ruygrok, Bryan (PA) | 43, Pinkley, Allison (PA) | 61, Sabbara, Robert (NP) | 55, Sandifer, Heather (PA) | 28, Sirman, Kimberley (PA) | 59, Weir, Caroline (PA) | 27, Wong, See-Long (PA) | 34, Yazdani, Christina (PA)",,,,,,"[billing_date2] <> """"",y,,,,,
assistant2,billing,,dropdown,Assistant:,"8, Resident (MD) | 9, Fellow (MD) | 55, Borden, Tim (MD) | 43, Camarillo, Randall (MD) | 46, Conrad, Ernest (MD) | 57, Crawford, Lindsay (MD) | 72, Eastman, Jon (MD) | 68, English, D. Ian (MD) | 51, Greaser, Michael (MD) | 44, Harvin, William (MD) | 65, Lador, Ran (MD) | 53, Mansour, Alfred (MD) | 54, Mansour, Ashton (MD) | 52, McGarvey, William (MD) | 16, Meeks, Evan (MD) | 56, Mundluru, Surya (MD) | 50, Shaw, James (MD) | 10, Taylor, Ryan (MD) | 70, Torres-Barre, Laura (MD) | 58, Traver, Jessica (MD) | 47, Worsham, Jacob (MD) | 67, Aldridge, Alexandra (PA) | 60, Alexander, Marlon (PA) | 1, Amy (Routt/Burgess) | 7, Bonner, Lee (PA) | 49, Brady, Caitlin (PA) | 3, Denise (Achor) | 6, Ewton, Tiffany (PA) | 45, Gonzales, Joannah (PA) | 4, Jeana (Munz) | 5, Leonard, Tami (PA) | 2, Lively, Audrey (PA) | 12, Lukose, Reeju (PA) | 14, Lukose, Reeju (PA) | 63, Park, Briana (PA) | 62, Patrick, Kristina (NP) | 42, Pinkley, Allison (PA) | 59, Rodrigues, Lauren (PA) | 66, Ruygrok, Bryan (PA) | 71, Sabbara, Robert (NP) | 48, Salinas, Rure (PA) | 64, Sandifer, Heather (PA) | 11, Sirman, Kimberley (PA) | 61, Stekier, Stephanie (PA) | 69, Weir, Caroline (PA) | 13, Wong, See-Long (NP) | 34, Yazdani, Christina (PA) | 15, Young, Jeff (PA)",,,,,,"[billing_date2] <> """"",,,,,,
