field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking
"billing_modifier2_7a","billing","","text","Modifier(s) to [billing_procedure2_7]","","","","","","","","","","","",""
"billing_procedure2_8","billing","","text","<span style=color:#000FDA>[billing_date2] (8) - Procedure (CPT)","","","","","","","","","","","",""
"billing_modifier2_8","billing","","text","Modifier(s) to [billing_procedure2_8]","","","","","","","","","","","",""
"billing_modifier2_8a","billing","","text","Modifier(s) to [billing_procedure2_8]","","","","","","","","","","","",""
"billing_procedure2_9","billing","","text","<span style=color:#000FDA>[billing_date2] (9) - Procedure (CPT)","","","","","","","","","","","",""
"billing_modifier2_9","billing","","text","Modifier(s) to [billing_procedure2_9]","","","","","","","","","","","",""
"billing_modifier2_9a","billing","","text","Modifier(s) to [billing_procedure2_9]","","","","","","","","","","","",""
"billing_procedure2_10","billing","","text","<span style=color:#000FDA>[billing_date2] (10) - Procedure (CPT)","","","","","","","","","","","",""
"billing_modifier2_10","billing","","text","Modifier(s) to [billing_procedure2_10]","","","","","","","","","","","",""
"billing_modifier2_10a","billing","","text","Modifier(s) to [billing_procedure2_10]","","","","","","","","","","","",""
"billing_procedure2_11","billing","","text","<span style=color:#000FDA>[billing_date2] (11) - Procedure (CPT)","","","","","","","","","","","",""
"billing_modifier2_11","billing","","text","Modifier(s) to [billing_procedure2_11]","","","","","","","","","","","",""
"billing_modifier2_11a","billing","","text","Modifier(s) to [billing_procedure2_11]","","","","","","","","","","","",""
"billing_procedure2_12","billing","","text","<span style=color:#000FDA>[billing_date2] (12) - Procedure (CPT)","","","","","","","","","","","",""
"billing_modifier2_12","billing","","text","Modifier(s) to [billing_procedure2_12]","","","","","","","","","","","",""
"billing_modifier2_12a","billing","","text","Modifier(s) to [billing_procedure2_12]","","","","","","","","","","","",""
"billing_procedure2_13","billing","","text","<span style=color:#000FDA>[billing_date2] (13) - Procedure (CPT)","","","","","","","","","","","",""
"billing_modifier2_13","billing","","text","Modifier(s) to [billing_procedure2_13]","","","","","","","","","","","",""
"billing_modifier2_13a","billing","","text","Modifier(s) to [billing_procedure2_13]","","","","","","","","","","","",""
"billing_procedure2_14","billing","","text","<span style=color:#000FDA>[billing_date2] (14) - Procedure (CPT)","","","","","","","","","","","",""
"billing_modifier2_14","billing","","text","Modifier(s) to [billing_procedure2_14]","","","","","","","","","","","",""
"billing_modifier2_14a","billing","","text","Modifier(s) to [billing_procedure2_14]","","","","","","","","","","","",""
"billing_procedure2_15","billing","","text","<span style=color:#000FDA>[billing_date2] (15) - Procedure (CPT)","","","","","","","","","","","",""
"billing_modifier2_15","billing","","text","Modifier(s) to [billing_procedure2_15]","","","","","","","","","","","",""
"billing_modifier2_15a","billing","","text","Modifier(s) to [billing_procedure2_15]","","","","","","","","","","","",""
"billing_id_quant2","billing","","text","How many times should <span style=color:#FDAA00>11046</span> be charged for [billing_date2]?","","","number","","","","[billing_procedure2] = '11046' or [billing_procedure2_2] = '11046' or  [billing_procedure2_3] = '11046' or [billing_procedure2_4] = '11046' or [billing_procedure2_5] = '11046' or [billing_procedure2_6] = '11046' or [billing_procedure2_7] = '11046' or [billing_procedure2_8] = '11046' or [billing_procedure2_9] = '11046' or [billing_procedure2_10] = '11046' or [billing_procedure2_11] = '11046' or [billing_procedure2_12] = '11046' or [billing_procedure2_13] = '11046' or [billing_procedure2_14] = '11046' or [billing_procedure2_15] = '11046'","","","","",""
"billing_id_quant2_2","billing","","text","How many times should <span style=color:#FDAA00>11047</span> be charged for [billing_date2]?","","","number","","","","[billing_procedure2] = '11047' or [billing_procedure2_2] = '11047' or  [billing_procedure2_3] = '11047' or [billing_procedure2_4] = '11047' or [billing_procedure2_5] = '11047' or [billing_procedure2_6] = '11047' or [billing_procedure2_7] = '11047' or [billing_procedure2_8] = '11047' or [billing_procedure2_9] = '11047' or [billing_procedure2_10] = '11047' or [billing_procedure2_11] = '11047' or [billing_procedure2_12] = '11047' or [billing_procedure2_13] = '11047' or [billing_procedure2_14] = '11047' or [billing_procedure2_15] = '11047'","","","","",""
"billing_id_quant2_3","billing","","text","How many times should <span style=color:#FDAA00>11045</span> be charged for [billing_date2]?","","","number","","","","[billing_procedure2] = '11045' or [billing_procedure2_2] = '11045' or  [billing_procedure2_3] = '11045' or [billing_procedure2_4] = '11045' or [billing_procedure2_5] = '11045' or [billing_procedure2_6] = '11045' or [billing_procedure2_7] = '11045' or [billing_procedure2_8] = '11045' or [billing_procedure2_9] = '11045' or [billing_procedure2_10] = '11045' or [billing_procedure2_11] = '11045' or [billing_procedure2_12] = '11045' or [billing_procedure2_13] = '11045' or [billing_procedure2_14] = '11045' or [billing_procedure2_15] = '11045'","","","","",""
"billing_dn2","billing","","text","Dictation Number","","","number","","","","[billing_date2] <> """"","","","","",""
"billing_date_rec2","billing","","text","<span style=color:#088A08>Date Received by Billing","","","date_ymd","","","","[billing_date2] <> """"","","","","",""
"billing_date_cod2","billing","","text","<span style=color:#CC33FF>Date Completed by CODING</span>","","","date_ymd","","","","[billing_date2] <> """"","","","","",""
"billing_date_end2","billing","","text","<span style=color:#DF013A>Date Finished by Billing","","","date_ymd","","","","[billing_date2] <> """"","","","","",""
"billing_notes2","billing","","notes","Additional Notes","","","","","","","[billing_date2] <> """"","","","","",""
"break2","billing","","descriptive","<span style=color:#DF013A> ======================================================================================== </span>","","","","","","","[billing_date2] <> """"","","","","",""
"billing_date3","billing","","text","Date of Service (3)
<span style=color:#0FDA00>(BILL #3)","","","date_ymd","","","","[billing_date2] <> """"","","","","",""
"billing_fin3","billing","","text","Hermann FIN ([record_id]-XXXX)","","Last 4 numbers of the 12 digit MRN","number","","","","[billing_date3] <> """"","","","","",""
"billing_admit3","billing","","text","Admission Date","","","date_ymd","","","","[billing_date3] <> """"","","","","",""
"billing_consult3","billing","","radio","Consult","1, ER | 2, Inpatient Consult | 3, Outpatient Consult | 4, Surgery","","","","","","[billing_date3] <> """"","Y","","","",""
"eandm3","billing","","yesno","Was this encounter an <span style=color:#FF0000>E&M</span>?","","","","","","","[billing_date3] <> """" and [billing_consult3] <> '4'","","RH","","",""
"billing_refer3","billing","","text","Referring Physician","","","","","","","[billing_consult3] = '3' or [billing_consult3] = '2' or [billing_consult3] = '1'","","","","",""
"billing_surgeon3","billing","","dropdown","Surgeon","1, Achor (8060 - Z99125) | 2, Brinker | 3, Burgess (8072 - Z99300) | 4, Choo (8069 - Z99874) | 5, Clyburn (8003 - B21909) | 6, Crawford (8139 - Z99925) | 31, Dodwad | 7, Fullick (8084 - Z99477) | 8, Gary (8079 - Z99385) | 9, Harvin (8129 - Z99842) | 10, Koepplinger (8088 - I32133) | 11, Levaro | 12, Lowe (8061 - C18565) | 13, Mansour (8090 - Z99508) | 14, Marco (8032 - H23434) | 15, Martin (8104 - Z99619) | 16, McGarvey (8007 - F92335) | 17, Munz (8080 - Z99394) | 18, Prasarn (8081 - Z99428) | 19, Routt (8122 - A06385) | 30, Woerner | 20, Younas (32673 - Z99120) | 21, Amy (Routt/Burgess) | 22, Audrey (Gary) | 23, Denise (Achor) | 24, Jeana (Munz) | 28, Kimberly Sirman (Prasarn) | 25, Tami (Choo/Harvin) | 26, Tiffany Ewton | 29, Lee Bonner | 27, See-Long Wong (Harvin)","","","","","","[billing_date3] <> """"","","","","",""
"assistant3","billing","","dropdown","Assistant:","1, Amy (Routt/Burgess) | 2, Audrey (Gary) | 3, Denise (Achor) | 4, Jeana (Munz) | 11, Kimberly Sirman (Prasarn) | 5, Tami (Choo/Harvin) | 6, Tiffany Ewton (Prasarn) | 7, Lee Bonner | 10, See-Long Wong (Harvin) | 8, Resident | 9, Fellow","","","","","","[billing_date3] <> """"","","","","",""
"site3","billing","","radio","Site:","1, Southwest | 2, Northwest | 3, Texas Medical Center | 4, Memorial City | 5, HOSH | 6, TMC Surgery Center | 7, LBJ","Where did service(s) take place?","","","","","[billing_date3] <> """"","","LH","","",""
"billingmatrix3","billing","","text","<table class='inputmatrix' style='width:100%;'>
<tr>
<th></th>
<th>ICD-9 [billing_date3] -- #3</th>
<th>CPT</th>
<th>Surgeon Modifier</th>
<th>Assistant Modifier</th>
</tr>
<tr>
<th>1) </th>
<td>billing_diagnosis3</td>
<td>billing_procedure3</td>
<td>billing_modifier3</td>
<td>billing_modifier3a</td>
</tr>
<tr>
<th>2) </th>
<td>billing_diagnosis3_2</td>
<td>billing_procedure3_2</td>
<td>billing_modifier3_2</td>
<td>billing_modifier3_2a</td>
</tr>
<tr>
<th>3) </th>
<td>billing_diagnosis3_3</td>
<td>billing_procedure3_3</td>
<td>billing_modifier3_3</td>
<td>billing_modifier3_3a</td>
</tr>
<tr>
<th>4) </th>
<td>billing_diagnosis3_4</td>
<td>billing_procedure3_4</td>
<td>billing_modifier3_4</td>
<td>billing_modifier3_4a</td>
</tr>
<tr>
<th>5) </th>
<td>billing_diagnosis3_5</td>
<td>billing_procedure3_5</td>
<td>billing_modifier3_5</td>
<td>billing_modifier3_5a</td>
</tr>
<tr>
<th>6) </th>
<td>billing_diagnosis3_6</td>
<td>billing_procedure3_6</td>
<td>billing_modifier3_6</td>
<td>billing_modifier3_6a</td>
</tr>
<tr>
<th>7) </th>
<td>billing_diagnosis3_7</td>
<td>billing_procedure3_7</td>
<td>billing_modifier3_7</td>
<td>billing_modifier3_7a</td>
</tr>
<tr>
<th>8) </th>
<td>billing_diagnosis3_8</td>
<td>billing_procedure3_8</td>
<td>billing_modifier3_8</td>
<td>billing_modifier3_8a</td>
</tr>
<tr>
<th>9) </th>
<td> </td>
<td>billing_procedure3_9</td>
<td>billing_modifier3_9</td>
<td>billing_modifier3_9a</td>
</tr>
<tr>
<th>10) </th>
<td> </td>
<td>billing_procedure3_10</td>
<td>billing_modifier3_10</td>
<td>billing_modifier3_10a</td>
</tr>
<tr>
<th>11) </th>
<td></td>
<td>billing_procedure3_11</td>
<td>billing_modifier3_11</td>
<td>billing_modifier3_11a</td>
</tr>
<tr>
<th>12) </th>
<td></td>
<td>billing_procedure3_12</td>
<td>billing_modifier3_12</td>
<td>billing_modifier3_12a</td>
</tr>
<tr>
<th>13) </th>
<td></td>
<td>billing_procedure3_13</td>
<td>billing_modifier3_13</td>
<td>billing_modifier3_13a</td>
</tr>
<tr>
<th>14) </th>
<td></td>
<td>billing_procedure3_14</td>
<td>billing_modifier3_14</td>
<td>billing_modifier3_14a</td>
</tr>
<tr>
<th>15) </th>
<td></td>
<td>billing_procedure3_15</td>
<td>billing_modifier3_15</td>
<td>billing_modifier3_15a</td>
</tr>
</table>","","@INPUTMATRIX","","","","","[billing_date3] <> """"","","","","",""
"billing_diagnosis3","billing","","text","Diagnosis (ICD-9)","","","","","","","","","","","",""
"billing_diagnosis3_2","billing","","text","Diagnosis (ICD-9)","","","","","","","","","","","",""
"billing_diagnosis3_3","billing","","text","Diagnosis (ICD-9)","","","","","","","","","","","",""
"billing_diagnosis3_4","billing","","text","Diagnosis (ICD-9)
","","","","","","","","","","","",""
"billing_diagnosis3_5","billing","","text","Diagnosis (ICD-9)","","","","","","","","","","","",""
"billing_diagnosis3_6","billing","","text","Diagnosis (ICD-9)","","","","","","","","","","","",""
"billing_diagnosis3_7","billing","","text","Diagnosis (ICD-9)","","","","","","","","","","","",""
"billing_diagnosis3_8","billing","","text","Diagnosis (ICD-9)","","","","","","","","","","","",""
"billing_procedure3","billing","","text","<span style=color:#000FDA>[billing_date3] (1) - Procedure (CPT)","","","","","","","","","","","",""
"billing_modifier3","billing","","text","Modifier(s) to [billing_procedure3]","","","","","","","","","","","",""
"billing_modifier3a","billing","","text","Modifier(s) to [billing_procedure3]","","","","","","","","","","","",""
"billing_procedure3_2","billing","","text","<span style=color:#000FDA>[billing_date3] (2) - Procedure (CPT)","","","","","","","","","","","",""
"billing_modifier3_2","billing","","text","Modifier(s) to [billing_procedure3_2]","","","","","","","","","","","",""
"billing_modifier3_2a","billing","","text","Modifier(s) to [billing_procedure3_2]","","","","","","","","","","","",""
"billing_procedure3_3","billing","","text","<span style=color:#000FDA>[billing_date3] (3) - Procedure (CPT)","","","","","","","","","","","",""
"billing_modifier3_3","billing","","text","Modifier(s) to [billing_procedure3_3]","","","","","","","","","","","",""
"billing_modifier3_3a","billing","","text","Modifier(s) to [billing_procedure3_3]","","","","","","","","","","","",""
"billing_procedure3_4","billing","","text","<span style=color:#000FDA>[billing_date3] (4) - Procedure (CPT)","","","","","","","","","","","",""
"billing_modifier3_4","billing","","text","Modifier(s) to [billing_procedure3_4]","","","","","","","","","","","",""
"billing_modifier3_4a","billing","","text","Modifier(s) to [billing_procedure3_4]","","","","","","","","","","","",""
"billing_procedure3_5","billing","","text","<span style=color:#000FDA>[billing_date3] (5) - Procedure (CPT)","","","","","","","","","","","",""
"billing_modifier3_5","billing","","text","Modifier(s) to [billing_procedure3_5]","","","","","","","","","","","",""
"billing_modifier3_5a","billing","","text","Modifier(s) to [billing_procedure3_5]","","","","","","","","","","","",""
"billing_procedure3_6","billing","","text","<span style=color:#000FDA>[billing_date3] (6) - Procedure (CPT)","","","","","","","","","","","",""
"billing_modifier3_6","billing","","text","Modifier(s) to [billing_procedure3_6]","","","","","","","","","","","",""
"billing_modifier3_6a","billing","","text","Modifier(s) to [billing_procedure3_6]","","","","","","","","","","","",""
"billing_procedure3_7","billing","","text","<span style=color:#000FDA>[billing_date3] (7) - Procedure (CPT)","","","","","","","","","","","",""
"billing_modifier3_7","billing","","text","Modifier(s) to [billing_procedure3_7]","","","","","","","","","","","",""
"billing_modifier3_7a","billing","","text","Modifier(s) to [billing_procedure3_7]","","","","","","","","","","","",""
"billing_procedure3_8","billing","","text","<span style=color:#000FDA>[billing_date3] (8) - Procedure (CPT)","","","","","","","","","","","",""
"billing_modifier3_8","billing","","text","Modifier(s) to [billing_procedure3_8]","","","","","","","","","","","",""
"billing_modifier3_8a","billing","","text","Modifier(s) to [billing_procedure3_8]","","","","","","","","","","","",""
"billing_procedure3_9","billing","","text","<span style=color:#000FDA>[billing_date3] (9) - Procedure (CPT)","","","","","","","","","","","",""
"billing_modifier3_9","billing","","text","Modifier(s) to [billing_procedure3_9]","","","","","","","","","","","",""
